img,img_path,label,pred,conf,correct
img_000002.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000002.jpg,ppc5431,ppc5431,0.999839,1
img_000004.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000004.jpg,ovk7900,ovk7900,0.999788,1
img_000010.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000010.jpg,oye3384,oye3384,0.999878,1
img_000020.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000020.jpg,lse1695,lse1695,0.999567,1
img_000044.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000044.jpg,jsv4493,jsv4493,0.999621,1
img_000050.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000050.jpg,ppk6012,ppk6012,0.999643,1
img_000051.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000051.jpg,ppn1470,ppn1470,0.999791,1
img_000071.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000071.jpg,ppz3525,ppz3525,0.999682,1
img_000073.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000073.jpg,qrd8410,qrd8410,0.999853,1
img_000076.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000076.jpg,mrz7550,mrz7550,0.998928,1
img_000078.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000078.jpg,eyo3502,eyo3502,0.999644,1
img_000084.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000084.jpg,msf1046,msf1046,0.999657,1
img_000085.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000085.jpg,oyh9528,oyh9528,0.997106,1
img_000092.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000092.jpg,ppu0879,ppu0879,0.999893,1
img_000095.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000095.jpg,mrp2989,mrp2989,0.999748,1
img_000105.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000105.jpg,ovf4168,ovf4168,0.998617,1
img_000107.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000107.jpg,mtp5026,mtp5026,0.999781,1
img_000111.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000111.jpg,mtj5833,mtj5833,0.999626,1
img_000112.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000112.jpg,ppw4661,ppw4661,0.999613,1
img_000113.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000113.jpg,gmf8421,gmf8421,0.999584,1
