img,img_path,label,pred,conf,correct
img_000002.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000002.jpg,ppc5431,ppc5431,0.999648,1
img_000004.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000004.jpg,ovk7900,ovk7900,0.999950,1
img_000010.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000010.jpg,oye3384,oye3384,0.999933,1
img_000020.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000020.jpg,lse1695,lse1695,0.999873,1
img_000044.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000044.jpg,jsv4493,jsv4493,0.999892,1
img_000050.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000050.jpg,ppk6012,ppk6012,0.999956,1
img_000051.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000051.jpg,ppn1470,ppn1470,0.999963,1
img_000071.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000071.jpg,ppz3525,ppz3525,0.999943,1
img_000073.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000073.jpg,qrd8410,qrd8410,0.993749,1
img_000076.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000076.jpg,mrz7550,mrz7550,0.999818,1
img_000078.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000078.jpg,eyo3502,eyo3502,0.966380,1
img_000084.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000084.jpg,msf1046,msf1046,0.999641,1
img_000085.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000085.jpg,oyh9528,oyh9528,0.999650,1
img_000092.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000092.jpg,ppu0879,ppu0879,0.999843,1
img_000095.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars/img_000095.jpg,mrp2989,mrp2989,0.999759,1
